Sub	Run	Trial	AllNew	PriorPay	PriorObjNaN	ObjA	ObjB	Delay	Pay	RT	Resp	ChooseOld	ChosenSide	PriorChosenSide	ChosenObj
11	1	55	0	0.25	0	55	43	12	0.25	867.915078997612	k	0	2	2	55
11	1	56	1	NaN	0	56	151	NaN	0	1520.79520490952	j	NaN	1	NaN	56
11	1	57	1	NaN	0	57	152	NaN	0.5	872.060873080045	k	NaN	2	NaN	57
11	1	58	0	1	0	58	147	12	1	591.001081978902	k	1	2	1	147
11	1	59	1	NaN	0	59	153	NaN	0.25	1453.88205500785	j	NaN	1	NaN	153
11	1	60	0	0.5	0	60	146	15	0	1163.53409201838	k	0	2	1	60
11	1	61	0	0.5	0	61	48	13	0.5	1362.64430498704	k	0	2	2	61
11	1	62	0	0.5	0	62	149	11	0.75	993.447566987015	k	0	2	1	62
11	1	63	1	NaN	0	63	154	NaN	0.25	1740.39834004361	k	NaN	2	NaN	154
11	1	64	1	NaN	0	64	155	NaN	0.25	1467.71200094372	j	NaN	1	NaN	155
11	1	65	0	0.25	0	65	53	12	0	1234.45196996909	j	0	1	2	65
11	1	66	1	NaN	0	66	156	NaN	0.75	1800.51000695676	j	NaN	1	NaN	66
11	1	67	1	NaN	0	67	157	NaN	1	1159.0583990328	k	NaN	2	NaN	67
11	1	68	0	0	0	68	56	12	0	973.935083020478	k	0	2	1	68
11	1	69	0	0.5	0	69	57	12	1	1090.6143450411	j	0	1	2	69
11	1	70	0	0.25	0	70	153	11	0	769.914170028642	k	0	2	1	70
11	1	71	1	NaN	0	71	158	NaN	1	2168.28803392127	k	NaN	2	NaN	71
11	1	72	1	NaN	0	72	159	NaN	0.75	1646.35029097553	k	NaN	2	NaN	72
11	1	73	1	NaN	0	73	160	NaN	0	1486.70516000129	j	NaN	1	NaN	73
11	1	74	1	NaN	0	74	161	NaN	0.25	1317.5793690607	j	NaN	1	NaN	161
11	1	75	0	0.25	0	75	155	11	0	1120.83304696716	j	0	1	1	75
11	1	76	0	0.25	0	76	154	13	1	1008.79944709595	k	0	2	2	76
11	1	77	1	NaN	0	77	162	NaN	1	1272.71507703699	k	NaN	2	NaN	162
11	1	78	0	1	0	78	67	11	1	1421.79505398963	j	1	1	2	67
11	1	79	0	0.75	0	79	66	13	0.75	666.141479974613	j	1	1	1	66
11	1	80	0	1	0	80	71	9	1	761.704765027389	k	1	2	2	71
11	1	81	0	0.75	0	81	72	9	0.75	1110.31216394622	k	1	2	2	72
11	1	82	1	NaN	0	82	163	NaN	0	1461.10406797379	j	NaN	1	NaN	163
11	1	83	0	0	0	83	73	10	0.5	843.848312972113	j	0	1	1	83
11	1	84	1	NaN	0	84	164	NaN	0.5	992.572657996789	k	NaN	2	NaN	84
11	1	85	1	NaN	0	85	165	NaN	0	1214.18643603101	j	NaN	1	NaN	165
11	1	86	1	NaN	0	86	166	NaN	0.5	1412.88519999944	j	NaN	1	NaN	86
11	1	87	1	NaN	0	87	167	NaN	0.25	1384.7593270475	j	NaN	1	NaN	167
11	1	88	1	NaN	0	88	168	NaN	0.5	1486.78082798142	j	NaN	1	NaN	168
11	1	89	0	0.25	0	89	161	15	0.25	906.883304007351	k	0	2	1	89
11	1	90	1	NaN	0	90	169	NaN	0.25	1042.60712093674	k	NaN	2	NaN	90
11	2	1	1	NaN	0	181	301	NaN	0.75	1492.70643200725	k	NaN	2	NaN	301
11	2	2	1	NaN	0	182	302	NaN	0.5	1395.27033898048	k	NaN	2	NaN	182
11	2	3	1	NaN	0	183	303	NaN	0.75	1456.17081795353	k	NaN	2	NaN	303
11	2	4	1	NaN	0	184	304	NaN	1	1631.77903799806	k	NaN	2	NaN	304
11	2	5	1	NaN	0	185	305	NaN	0.5	1293.46609697677	k	NaN	2	NaN	305
11	2	6	1	NaN	0	186	306	NaN	0	1156.87715599779	j	NaN	1	NaN	306
11	2	7	1	NaN	0	187	307	NaN	0.75	980.876126908697	j	NaN	1	NaN	187
11	2	8	0	0.75	0	188	301	7	0.75	850.834593991749	k	1	2	2	301
11	2	9	1	NaN	0	189	308	NaN	0.25	1432.99228500109	j	NaN	1	NaN	308
11	2	10	0	0.5	0	190	182	8	0.5	934.955924050882	k	1	2	2	182
11	2	11	1	NaN	0	191	309	NaN	0	1109.62758807	j	NaN	1	NaN	309
11	2	12	1	NaN	0	192	310	NaN	0.5	1251.02711003274	k	NaN	2	NaN	310
11	2	13	0	0.75	0	193	303	10	0.25	1496.31398101337	k	0	2	2	193
11	2	14	0	1	0	194	304	10	1	1839.76179303136	j	1	1	2	304
11	2	15	0	0.5	0	195	305	10	1	1822.53702997696	j	0	1	2	195
11	2	16	1	NaN	0	196	311	NaN	0	1877.98623507842	k	NaN	2	NaN	196
11	2	17	0	0	0	197	306	11	0	1094.62314902339	j	0	1	1	197
11	2	18	1	NaN	0	198	312	NaN	0.75	1004.63103398215	j	NaN	1	NaN	312
11	2	19	1	NaN	0	199	313	NaN	0.25	1602.4339159485	j	NaN	1	NaN	313
11	2	20	0	0.75	0	200	187	13	0.75	1037.98872197513	j	1	1	1	187
11	2	21	1	NaN	0	201	314	NaN	0.5	1893.91071291175	j	NaN	1	NaN	314
11	2	22	0	0.25	0	202	308	13	0.5	1077.6000439655	j	0	1	1	202
11	2	23	1	NaN	0	203	315	NaN	0.25	1340.55360802449	k	NaN	2	NaN	315
11	2	24	1	NaN	0	204	316	NaN	1	2099.84068304766	j	NaN	1	NaN	204
11	2	25	0	0	0	205	309	14	0.25	869.532837066799	k	0	2	1	205
11	2	26	0	0.5	0	206	310	14	0.5	818.873596028425	j	0	1	2	206
11	2	27	0	0	0	207	196	11	0	745.629964047112	j	0	1	2	207
11	2	28	0	0.75	0	208	312	10	NaN	NaN	NaN	NaN	NaN	1	NaN
11	2	29	0	0.25	0	209	313	10	0.75	836.560323950835	k	0	2	1	209
11	2	30	1	NaN	0	210	317	NaN	0.25	1443.1356220739	k	NaN	2	NaN	317
11	2	31	0	0.5	0	211	314	10	0	937.509860028513	j	0	1	1	211
11	2	32	1	NaN	0	212	318	NaN	0	1073.63924593665	k	NaN	2	NaN	212
11	2	33	0	0.25	0	213	315	10	0	1960.17027203925	j	0	1	2	213
11	2	34	1	NaN	0	214	319	NaN	0.25	983.093359041959	k	NaN	2	NaN	319
11	2	35	1	NaN	0	215	320	NaN	0	1014.45499598049	k	NaN	2	NaN	215
11	2	36	1	NaN	0	216	321	NaN	0	1123.94716101699	j	NaN	1	NaN	321
11	2	37	0	1	0	217	204	13	1	915.813016006723	k	1	2	1	204
11	2	38	1	NaN	0	218	322	NaN	0.75	1209.52261192724	k	NaN	2	NaN	218
11	2	39	0	0.25	0	219	317	9	0.5	943.04944796022	k	0	2	2	219
11	2	40	0	0	0	220	212	8	1	885.533064021729	k	0	2	2	220
11	2	41	1	NaN	0	221	323	NaN	0.5	1612.12466901634	j	NaN	1	NaN	323
11	2	42	1	NaN	0	222	324	NaN	0.75	772.21179602202	k	NaN	2	NaN	324
11	2	43	0	0.25	0	223	319	9	0.25	916.512727970257	k	0	2	2	223
11	2	44	0	0	0	224	215	9	0.75	699.426319100894	j	0	1	2	224
11	2	45	0	0	0	225	321	9	0.75	920.1799640432	j	0	1	1	225
11	2	46	1	NaN	0	226	325	NaN	0.25	1229.69287005253	k	NaN	2	NaN	226
11	2	47	0	0.75	0	227	218	9	0.5	845.572129939683	k	0	2	2	227
11	2	48	1	NaN	0	228	326	NaN	0.25	1043.32767298911	k	NaN	2	NaN	228
11	2	49	0	0.5	0	229	323	8	0	859.833275084384	k	0	2	1	229
11	2	50	1	NaN	0	230	327	NaN	0.5	1105.95495102461	j	NaN	1	NaN	230
11	2	51	0	0.75	0	231	324	9	0.75	1161.85369796585	k	1	2	2	324
11	2	52	1	NaN	0	232	328	NaN	0.75	1553.18675807212	k	NaN	2	NaN	328
11	2	53	0	0.25	0	233	226	7	0.75	910.755597986281	k	0	2	2	233
11	2	54	1	NaN	0	234	329	NaN	0.5	1317.70326895639	k	NaN	2	NaN	329
11	2	55	1	NaN	0	235	330	NaN	0.75	1060.05162699148	j	NaN	1	NaN	235
11	2	56	1	NaN	0	236	331	NaN	1	1202.43034593295	j	NaN	1	NaN	331
11	2	57	0	0.25	0	237	228	9	0.75	866.254211054184	j	0	1	2	237
11	2	58	1	NaN	0	238	332	NaN	0	854.71135401167	k	NaN	2	NaN	332
11	2	59	0	0.5	0	239	230	9	0	869.885309017263	j	0	1	1	239
11	2	60	1	NaN	0	240	333	NaN	1	1084.0477499878	k	NaN	2	NaN	240
11	2	61	0	0.75	0	241	328	9	1	875.120209995657	j	0	1	2	241
11	2	62	1	NaN	0	242	334	NaN	0	1273.64097291138	j	NaN	1	NaN	334
11	2	63	1	NaN	0	243	335	NaN	0	961.599554982968	k	NaN	2	NaN	243
11	2	64	0	0.5	0	244	329	10	0.5	1135.40168502368	k	1	2	2	329
11	2	65	0	0.75	0	245	235	10	0.75	743.667792994529	k	1	2	1	235
11	2	66	1	NaN	0	246	336	NaN	0.25	1454.49510100298	j	NaN	1	NaN	246
11	2	67	0	1	0	247	331	11	1	1429.18586998712	j	1	1	1	331
11	2	68	1	NaN	0	248	337	NaN	1	1026.84769197367	j	NaN	1	NaN	337
11	2	69	1	NaN	0	249	338	NaN	1	1306.15178309381	j	NaN	1	NaN	338
11	2	70	1	NaN	0	250	339	NaN	0.5	1256.13198301289	k	NaN	2	NaN	250
11	2	71	0	0	0	251	332	13	0.75	1197.878898005	k	0	2	2	251
11	2	72	0	0	0	252	334	10	0.5	593.732511042617	j	0	1	1	252
11	2	73	0	0	0	253	243	10	1	1144.66004294809	k	0	2	2	253
11	2	74	1	NaN	0	254	340	NaN	1	1223.21374900639	k	NaN	2	NaN	340
11	2	75	0	1	0	255	240	15	1	1117.07157001365	j	1	1	2	240
11	2	76	0	0.25	0	256	246	10	1	978.523496072739	k	0	2	1	256
11	2	77	1	NaN	0	257	341	NaN	0	848.833709023893	k	NaN	2	NaN	257
11	2	78	1	NaN	0	258	342	NaN	1	1600.23195797112	k	NaN	2	NaN	258
11	2	79	1	NaN	0	259	343	NaN	0.5	1606.18170700036	k	NaN	2	NaN	343
11	2	80	1	NaN	0	260	344	NaN	0.75	1195.46440092381	j	NaN	1	NaN	344
11	2	81	0	1	0	261	337	13	1	1074.96942498256	j	1	1	1	337
11	2	82	0	0.5	0	262	250	12	0.5	889.17192700319	k	1	2	2	250
11	2	83	1	NaN	0	263	345	NaN	0.25	1135.44650492258	k	NaN	2	NaN	345
11	2	84	0	1	0	264	338	15	1	942.296109977178	k	1	2	1	338
11	2	85	0	1	0	265	340	11	1	1115.82946695853	k	1	2	2	340
11	2	86	1	NaN	0	266	346	NaN	0.5	1337.13656803593	j	NaN	1	NaN	346
11	2	87	0	0	0	267	257	10	1	951.552009093575	j	0	1	2	267
11	2	88	1	NaN	0	268	347	NaN	0.5	854.140737093985	k	NaN	2	NaN	347
11	2	89	0	1	0	269	258	11	1	795.594119932503	j	1	1	2	258
11	2	90	0	0.5	0	270	343	11	0.5	1513.77135410439	j	1	1	2	343
12	1	1	1	NaN	0	1	121	NaN	0.25	1680.39558827877	j	NaN	1	NaN	1
12	1	2	1	NaN	0	2	122	NaN	1	1887.82476074994	k	NaN	2	NaN	2
12	1	3	1	NaN	0	3	123	NaN	1	1247.03516252339	k	NaN	2	NaN	3
12	1	4	1	NaN	0	4	124	NaN	0.25	1239.34624437243	j	NaN	1	NaN	4
12	1	5	1	NaN	0	5	125	NaN	1	1223.70604798198	k	NaN	2	NaN	5
12	1	6	1	NaN	0	6	126	NaN	1	1709.03954841197	j	NaN	1	NaN	6
12	1	7	1	NaN	0	7	127	NaN	1	1450.21589100361	j	NaN	1	NaN	7
12	1	8	0	0.25	0	8	1	7	0	1370.21264433861	k	0	2	1	8
12	1	9	0	1	0	9	2	7	1	1168.80612075329	k	1	2	2	2
12	1	10	0	1	0	10	3	7	1	721.684450283647	j	1	1	2	3
12	1	11	1	NaN	0	11	128	NaN	0	1014.28604871035	j	NaN	1	NaN	11
12	1	12	1	NaN	0	12	129	NaN	0.5	2095.37388570607	k	NaN	2	NaN	129
12	1	13	0	0.25	0	13	4	9	0.5	1531.85101505369	k	0	2	1	13
12	1	14	1	NaN	0	14	130	NaN	0	1099.93823058903	k	NaN	2	NaN	14
12	1	15	1	NaN	0	15	131	NaN	0	1137.76916824281	j	NaN	1	NaN	131
12	1	16	1	NaN	0	16	132	NaN	1	2296.61898408085	k	NaN	2	NaN	132
12	1	17	0	1	0	17	7	10	1	1637.13122904301	k	1	2	1	7
12	1	18	0	1	0	18	5	13	1	767.748315818608	j	1	1	2	5
12	1	19	0	1	0	19	6	13	0.5	1662.16586809605	j	0	1	1	19
12	1	20	0	0	0	20	11	9	0	1132.69609026611	k	0	2	1	20
12	1	21	1	NaN	0	21	133	NaN	1	1202.92045921087	j	NaN	1	NaN	21
12	1	22	0	0.5	0	22	129	10	0.5	1241.99801683426	k	0	2	2	22
12	1	23	1	NaN	0	23	134	NaN	1	1777.24894043058	j	NaN	1	NaN	23
12	1	24	1	NaN	0	24	135	NaN	0.5	1456.73692785203	j	NaN	1	NaN	24
12	1	25	0	0	0	25	14	11	NaN	NaN	NaN	NaN	NaN	2	NaN
12	1	26	0	1	0	26	132	10	1	974.485869519413	k	1	2	2	132
12	1	27	1	NaN	0	27	136	NaN	0.25	1077.48014386743	k	NaN	2	NaN	136
12	1	28	0	0	0	28	131	13	0.5	833.501851186156	k	0	2	1	28
12	1	29	1	NaN	0	29	137	NaN	0.5	1253.55404894799	j	NaN	1	NaN	137
12	1	30	0	1	0	30	21	9	1	702.54032406956	j	1	1	1	21
12	1	31	1	NaN	0	31	138	NaN	0.75	1293.30665711313	j	NaN	1	NaN	31
12	1	32	0	1	0	32	23	9	1	1276.61973889917	j	1	1	1	23
12	1	33	0	0.5	0	33	24	9	0.25	837.199060246348	j	0	1	1	33
12	1	34	1	NaN	0	34	139	NaN	0.75	987.839500419796	k	NaN	2	NaN	34
12	1	35	0	0.25	0	35	136	8	0.25	921.70303594321	k	1	2	2	136
12	1	36	1	NaN	0	36	140	NaN	0.25	1033.76026265323	k	NaN	2	NaN	36
12	1	37	0	0.5	0	37	137	8	1	1111.68356891721	j	0	1	1	37
12	1	38	1	NaN	0	38	141	NaN	0.5	1253.2380791381	j	NaN	1	NaN	38
12	1	39	0	0.75	0	39	31	8	0.75	907.597918063402	k	1	2	1	31
12	1	40	1	NaN	0	40	142	NaN	0.5	1091.76383540034	j	NaN	1	NaN	40
12	1	41	0	0.75	0	41	34	7	1	1155.60761746019	j	0	1	2	41
12	1	42	1	NaN	0	42	143	NaN	0.25	2339.00211472064	k	NaN	2	NaN	143
12	1	43	1	NaN	0	43	144	NaN	1	979.068706743419	j	NaN	1	NaN	144
12	1	44	1	NaN	0	44	145	NaN	0.25	1145.60427609831	k	NaN	2	NaN	44
12	1	45	1	NaN	0	45	146	NaN	0.5	782.920829951763	k	NaN	2	NaN	146
12	1	46	1	NaN	0	46	147	NaN	0	653.419764712453	j	NaN	1	NaN	147
12	1	47	0	0.25	0	47	36	11	0	1005.8378437534	k	0	2	2	47
12	1	48	1	NaN	0	48	148	NaN	0	930.546508170664	k	NaN	2	NaN	48
12	1	49	0	0.5	0	49	38	11	1	792.228981852531	j	0	1	1	49
12	1	50	0	0.5	0	50	40	10	0.75	1304.23989612609	k	0	2	1	50
12	1	51	1	NaN	0	51	149	NaN	0.5	1246.41247373074	k	NaN	2	NaN	51
12	1	52	0	0.25	0	52	143	10	0.75	1093.18507742137	j	0	1	2	52
12	1	53	1	NaN	0	53	150	NaN	1	1473.91705587506	k	NaN	2	NaN	53
12	1	54	0	0.25	0	54	44	10	0.25	1415.07760062814	j	1	1	2	44
12	1	55	0	1	0	55	144	12	0.25	1246.28978408873	k	0	2	1	55
12	1	56	1	NaN	0	56	151	NaN	0.75	1182.34962876886	j	NaN	1	NaN	151
12	1	57	1	NaN	0	57	152	NaN	0	1596.83079645038	j	NaN	1	NaN	57
12	1	58	0	0	0	58	147	12	1	1123.79550468177	j	0	1	1	58
12	1	59	1	NaN	0	59	153	NaN	0.25	1826.05172041804	k	NaN	2	NaN	153
12	1	60	0	0.5	0	60	146	15	0.5	2184.80325583369	k	0	2	2	60
12	1	61	0	0	0	61	48	13	0	1401.73850022256	k	0	2	2	61
12	1	62	0	0.5	0	62	51	11	0.25	1728.26916631311	j	0	1	2	62
12	1	63	1	NaN	0	63	154	NaN	0	1431.09148181975	k	NaN	2	NaN	154
12	1	64	1	NaN	0	64	155	NaN	0.5	980.091446079314	k	NaN	2	NaN	64
12	1	65	0	1	0	65	53	12	1	1517.31783058494	j	1	1	2	53
12	1	66	1	NaN	0	66	156	NaN	0	1013.05574923754	k	NaN	2	NaN	66
12	1	67	1	NaN	0	67	157	NaN	0	1212.28653844446	k	NaN	2	NaN	157
12	1	68	0	0.75	0	68	151	12	0.75	1227.4177391082	j	1	1	1	151
12	1	69	0	0	0	69	57	12	0	1002.19392962754	k	0	2	1	69
12	1	70	0	0.25	0	70	153	11	0.25	1098.29488955438	k	0	2	2	70
12	1	71	1	NaN	0	71	158	NaN	1	2203.50306294858	j	NaN	1	NaN	158
12	1	72	1	NaN	0	72	159	NaN	0.75	959.798200055957	k	NaN	2	NaN	72
12	1	73	1	NaN	0	73	160	NaN	0.25	1454.95759509504	k	NaN	2	NaN	160
12	1	74	1	NaN	0	74	161	NaN	0.75	903.016288764775	j	NaN	1	NaN	74
12	1	75	0	0.5	0	75	64	11	0	1117.84367449582	j	0	1	2	75
12	1	76	0	0	0	76	154	13	0	1524.38541408628	j	1	1	2	154
12	1	77	1	NaN	0	77	162	NaN	1	1508.43041297048	j	NaN	1	NaN	162
12	1	78	0	0	0	78	157	11	0.75	1178.0913695693	k	0	2	2	78
12	1	79	0	0	0	79	66	13	0.25	759.990568272769	j	0	1	2	79
12	1	80	0	1	0	80	158	9	0.75	1071.18317019194	j	0	1	1	80
12	1	81	0	0.75	0	81	72	9	0.75	1125.59092976153	k	1	2	2	72
12	1	82	1	NaN	0	82	163	NaN	0	1179.04362548143	k	NaN	2	NaN	82
12	1	83	0	0.25	0	83	160	10	0.75	1043.85600145906	k	0	2	2	83
12	1	84	1	NaN	0	84	164	NaN	0.75	1075.31080115587	j	NaN	1	NaN	84
12	1	85	1	NaN	0	85	165	NaN	0.25	1161.73101216555	k	NaN	2	NaN	85
12	1	86	1	NaN	0	86	166	NaN	1	801.082690246403	j	NaN	1	NaN	86
12	1	87	1	NaN	0	87	167	NaN	0.25	807.427124120295	j	NaN	1	NaN	167
12	1	88	1	NaN	0	88	168	NaN	0.75	519.322621636093	k	NaN	2	NaN	88
12	1	89	0	0.75	0	89	74	15	0.75	742.415783926845	k	1	2	1	74
12	1	90	1	NaN	0	90	169	NaN	0.5	877.797237597406	j	NaN	1	NaN	169
12	2	1	1	NaN	0	181	301	NaN	0	964.855538681149	j	NaN	1	NaN	301
12	2	2	1	NaN	0	182	302	NaN	0	849.745605140924	k	NaN	2	NaN	182
12	2	3	1	NaN	0	183	303	NaN	0.75	1241.97185412049	j	NaN	1	NaN	183
12	2	4	1	NaN	0	184	304	NaN	0.75	853.865083307028	j	NaN	1	NaN	304
12	2	5	1	NaN	0	185	305	NaN	0.5	1657.88459405303	k	NaN	2	NaN	305
12	2	6	1	NaN	0	186	306	NaN	0.5	825.588601641357	j	NaN	1	NaN	186
12	2	7	1	NaN	0	187	307	NaN	0.25	721.661511808634	j	NaN	1	NaN	187
12	2	8	0	0	0	188	301	7	0	850.431310012937	k	1	2	1	301
12	2	9	1	NaN	0	189	308	NaN	0.5	800.14771874994	j	NaN	1	NaN	308
12	2	10	0	0	0	190	182	8	0	1302.72926017642	j	1	1	2	182
12	2	11	1	NaN	0	191	309	NaN	0.75	773.93180411309	j	NaN	1	NaN	309
12	2	12	1	NaN	0	192	310	NaN	0.25	924.771867692471	j	NaN	1	NaN	192
12	2	13	0	0.75	0	193	183	10	0.75	1196.56415563077	k	0	2	1	193
12	2	14	0	0.75	0	194	304	10	0.75	1164.18331395835	j	1	1	1	304
12	2	15	0	0.5	0	195	305	10	0.5	1547.29468654841	j	0	1	2	195
12	2	16	1	NaN	0	196	311	NaN	0.25	1753.8986755535	k	NaN	2	NaN	196
12	2	17	0	0.5	0	197	186	11	1	871.574291959405	j	0	1	1	197
12	2	18	1	NaN	0	198	312	NaN	0.75	968.68837531656	j	NaN	1	NaN	312
12	2	19	1	NaN	0	199	313	NaN	1	1020.83228435367	j	NaN	1	NaN	313
12	2	20	0	0.25	0	200	187	13	0	1069.90252900869	j	0	1	1	200
12	2	21	1	NaN	0	201	314	NaN	1	1114.65123295784	k	NaN	2	NaN	201
12	2	22	0	0.5	0	202	308	13	0.5	1624.96906705201	j	1	1	1	308
12	2	23	1	NaN	0	203	315	NaN	0	1519.80431657284	j	NaN	1	NaN	315
12	2	24	1	NaN	0	204	316	NaN	1	1487.45649959892	k	NaN	2	NaN	316
12	2	25	0	0.75	0	205	309	14	0.5	799.691187217832	k	0	2	1	205
12	2	26	0	0.25	0	206	192	14	0	1062.71184515208	j	0	1	1	206
12	2	27	0	0.25	0	207	196	11	0	924.378545023501	j	0	1	2	207
12	2	28	0	0.75	0	208	312	10	0.75	899.740597233176	j	0	1	1	208
12	2	29	0	1	0	209	313	10	1	843.225385993719	j	0	1	1	209
12	2	30	1	NaN	0	210	317	NaN	0	1019.98701132834	k	NaN	2	NaN	210
12	2	31	0	1	0	211	201	10	0.75	1050.54011754692	j	0	1	2	211
12	2	32	1	NaN	0	212	318	NaN	1	882.083408534527	j	NaN	1	NaN	318
12	2	33	0	0	0	213	315	10	0	1440.6558573246	k	1	2	1	315
12	2	34	1	NaN	0	214	319	NaN	0.5	1064.80460427701	j	NaN	1	NaN	319
12	2	35	1	NaN	0	215	320	NaN	0.75	1407.10955392569	k	NaN	2	NaN	215
12	2	36	1	NaN	0	216	321	NaN	1	1150.02082195133	k	NaN	2	NaN	321
12	2	37	0	1	0	217	316	13	1	653.856007382274	j	0	1	2	217
12	2	38	1	NaN	0	218	322	NaN	0.25	974.049389362335	k	NaN	2	NaN	218
12	2	39	0	0	0	219	210	9	0	828.704073093832	k	1	2	2	210
12	2	40	0	1	0	220	318	8	1	732.583538629115	j	1	1	1	318
12	2	41	1	NaN	0	221	323	NaN	0	1394.82698496431	k	NaN	2	NaN	221
12	2	42	1	NaN	0	222	324	NaN	0.5	1017.96925999224	k	NaN	2	NaN	324
12	2	43	0	0.5	0	223	319	9	0.5	1424.6379993856	j	0	1	1	223
12	2	44	0	0.75	0	224	215	9	0.75	816.546044312418	k	0	2	2	224
12	2	45	0	1	0	225	321	9	1	758.775550872087	k	1	2	2	321
12	2	46	1	NaN	0	226	325	NaN	0.5	1343.14818773419	j	NaN	1	NaN	325
12	2	47	0	0.25	0	227	218	9	0.25	1471.81528434157	j	0	1	2	227
12	2	48	1	NaN	0	228	326	NaN	0	622.27350845933	k	NaN	2	NaN	228
12	2	49	0	0	0	229	221	8	0.75	1069.10170335323	j	0	1	2	229
12	2	50	1	NaN	0	230	327	NaN	0	1094.44948937744	j	NaN	1	NaN	230
12	2	51	0	0.5	0	231	324	9	0.75	827.735710889101	k	0	2	2	231
12	2	52	1	NaN	0	232	328	NaN	0.5	995.534962974489	j	NaN	1	NaN	328
12	2	53	0	0.5	0	233	325	7	0.25	1042.96419676393	k	0	2	1	233
12	2	54	1	NaN	0	234	329	NaN	0.75	907.611682079732	j	NaN	1	NaN	234
12	2	55	1	NaN	0	235	330	NaN	1	1058.79317130893	j	NaN	1	NaN	330
12	2	56	1	NaN	0	236	331	NaN	0.5	1138.73288407922	k	NaN	2	NaN	331
12	2	57	0	0	0	237	228	9	0	761.879126541317	j	1	1	2	228
12	2	58	1	NaN	0	238	332	NaN	0	739.052769728005	k	NaN	2	NaN	238
12	2	59	0	0	0	239	230	9	0.25	848.945307545364	k	0	2	1	239
12	2	60	1	NaN	0	240	333	NaN	0.75	1016.42188895494	k	NaN	2	NaN	333
12	2	61	0	0.5	0	241	328	9	0.25	685.357050038874	j	0	1	1	241
12	2	62	1	NaN	0	242	334	NaN	0.5	998.203057795763	j	NaN	1	NaN	334
12	2	63	1	NaN	0	243	335	NaN	0.75	900.947864167392	j	NaN	1	NaN	243
12	2	64	0	0.75	0	244	234	10	0.75	1293.14638487995	j	1	1	1	234
12	2	65	0	1	0	245	330	10	0	802.506036125124	k	0	2	1	245
12	2	66	1	NaN	0	246	336	NaN	0.5	804.116700775921	k	NaN	2	NaN	246
12	2	67	0	0.5	0	247	331	11	0.5	1074.83578938991	k	1	2	2	331
12	2	68	1	NaN	0	248	337	NaN	0.25	1331.20985329151	k	NaN	2	NaN	337
12	2	69	1	NaN	0	249	338	NaN	0.25	1035.34479811788	j	NaN	1	NaN	249
12	2	70	1	NaN	0	250	339	NaN	1	1050.44946726412	k	NaN	2	NaN	339
12	2	71	0	0	0	251	238	13	0	761.200095526874	j	1	1	2	238
12	2	72	0	0.5	0	252	334	10	0	533.954666927457	k	0	2	1	252
12	2	73	0	0.75	0	253	243	10	0	955.730022862554	k	0	2	1	253
12	2	74	1	NaN	0	254	340	NaN	0.25	795.050440356135	j	NaN	1	NaN	254
12	2	75	0	0.75	0	255	333	15	0.75	1458.51598028094	j	1	1	2	333
12	2	76	0	0.5	0	256	246	10	0.25	906.953724101186	k	0	2	2	256
12	2	77	1	NaN	0	257	341	NaN	0.25	769.092550501227	k	NaN	2	NaN	257
12	2	78	1	NaN	0	258	342	NaN	1	752.967194654047	k	NaN	2	NaN	342
12	2	79	1	NaN	0	259	343	NaN	0	832.980736158788	k	NaN	2	NaN	343
12	2	80	1	NaN	0	260	344	NaN	0.25	1087.72260788828	k	NaN	2	NaN	260
12	2	81	0	0.25	0	261	337	13	0.25	854.383502155542	k	1	2	2	337
12	2	82	0	1	0	262	339	12	1	765.045520849526	k	1	2	2	339
12	2	83	1	NaN	0	263	345	NaN	0.75	866.381611675024	j	NaN	1	NaN	345
12	2	84	0	0.25	0	264	249	15	0.5	715.225043706596	j	0	1	1	264
12	2	85	0	0.25	0	265	254	11	1	665.665245614946	k	0	2	1	265
12	2	86	1	NaN	0	266	346	NaN	0	864.274628460407	k	NaN	2	NaN	266
12	2	87	0	0.25	0	267	257	10	0.25	838.767848908901	k	1	2	2	257
12	2	88	1	NaN	0	268	347	NaN	1	765.106687322259	j	NaN	1	NaN	268
12	2	89	0	1	0	269	342	11	1	1011.53663359582	j	0	1	2	269
12	2	90	0	0	0	270	343	11	0.75	1362.34504636377	k	0	2	2	270
13	1	1	1	NaN	0	361	481	NaN	0.25	743.006740696728	j	NaN	1	NaN	361
13	1	2	1	NaN	0	362	482	NaN	0.5	673.263259232044	k	NaN	2	NaN	482
13	1	3	1	NaN	0	363	483	NaN	0.75	869.942231103778	j	NaN	1	NaN	363
13	1	4	1	NaN	0	364	484	NaN	1	1340.94891697168	j	NaN	1	NaN	484
13	1	5	1	NaN	0	365	485	NaN	0	883.938074111938	k	NaN	2	NaN	365
13	1	6	1	NaN	0	366	486	NaN	0	1033.50246883929	j	NaN	1	NaN	486
13	1	7	1	NaN	0	367	487	NaN	1	863.108573481441	k	NaN	2	NaN	487
13	1	8	0	0.25	0	368	361	7	0.25	887.020085938275	k	1	2	1	361
13	1	9	1	NaN	0	369	488	NaN	1	1124.42365009338	k	NaN	2	NaN	488
13	1	10	1	NaN	0	370	489	NaN	0.25	1123.0753371492	k	NaN	2	NaN	370
13	1	11	0	0.5	0	371	482	9	0.75	1026.16174053401	k	0	2	2	371
13	1	12	1	NaN	0	372	490	NaN	0.75	1581.403138116	j	NaN	1	NaN	490
13	1	13	0	0.75	0	373	363	10	0.75	645.407286472619	k	1	2	1	363
