Sub	Run	Trial	AllNew	PriorPay	PriorObjNaN	ObjA	ObjB	Delay	Pay	RT	Resp	ChooseOld	ChosenSide	PriorChosenSide	ChosenObj
13	1	24	1	NaN	0	384	496	NaN	0.75	1452.5875300169	k	NaN	2	NaN	496
13	1	25	0	0.5	0	385	488	16	0.75	844.005397986621	j	0	1	2	385
13	1	26	1	NaN	0	386	497	NaN	0.25	1322.87166593596	k	NaN	2	NaN	497
13	1	27	0	1	0	387	489	17	1	1266.67596725747	k	1	2	1	489
13	1	28	0	0.25	0	388	491	13	0.25	983.80010202527	j	1	1	2	491
13	1	29	1	NaN	0	389	498	NaN	0.5	982.34525276348	k	NaN	2	NaN	498
13	1	30	1	NaN	0	390	499	NaN	0.25	908.551815897226	k	NaN	2	NaN	390
13	1	31	0	0.25	0	391	493	12	0.25	787.424447014928	j	1	1	2	493
13	1	32	1	NaN	0	392	500	NaN	1	970.357209909707	j	NaN	1	NaN	500
13	1	33	0	0.25	0	393	492	17	0.25	1099.08488718793	j	1	1	1	492
13	1	34	1	NaN	0	394	501	NaN	0.5	856.505556032062	k	NaN	2	NaN	501
13	1	35	0	0.75	0	395	496	11	0.75	1381.43482292071	k	1	2	2	496
13	1	36	1	NaN	0	396	502	NaN	0	1555.95306493342	k	NaN	2	NaN	396
13	1	37	0	0.25	0	397	494	17	0.75	1275.0988821499	k	0	2	1	397
13	1	38	1	NaN	0	398	503	NaN	1	1243.54709731415	j	NaN	1	NaN	398
13	1	39	0	0	0	399	382	17	0	1233.66943188012	j	0	1	2	399
13	1	40	1	NaN	0	400	504	NaN	1	1368.13082033768	j	NaN	1	NaN	504
13	1	41	0	0.25	0	401	497	15	0.25	1374.50264999643	j	1	1	2	497
13	1	42	1	NaN	0	402	505	NaN	0	1543.08489570394	k	NaN	2	NaN	402
13	1	43	0	0.5	0	403	498	14	0.5	1078.27321905643	k	1	2	2	498
13	1	44	0	1	0	404	500	12	1	821.979760657996	j	1	1	1	500
13	1	45	1	NaN	0	405	506	NaN	0	1149.44190671667	j	NaN	1	NaN	506
13	1	46	0	0.25	0	406	390	16	0.25	1245.22228678688	k	1	2	2	390
13	1	47	1	NaN	0	407	507	NaN	1	1017.5014520064	j	NaN	1	NaN	507
13	1	48	1	NaN	0	408	508	NaN	0.5	1881.41103694215	j	NaN	1	NaN	408
13	1	49	0	0	0	409	396	13	0.75	1136.03348610923	k	0	2	2	409
13	1	50	0	1	0	410	398	12	1	2263.63020716235	k	1	2	1	398
13	1	51	0	0.5	0	411	501	17	1	1631.16553472355	j	0	1	2	411
13	1	52	0	0	0	412	402	10	0.75	1005.38576487452	j	0	1	2	412
13	1	53	0	1	0	413	504	13	1	1830.93412220478	k	1	2	1	504
13	1	54	1	NaN	0	414	509	NaN	0.75	1797.07917524502	k	NaN	2	NaN	509
13	1	55	1	NaN	0	415	510	NaN	0.25	1180.40558416396	j	NaN	1	NaN	415
13	1	56	0	0	0	416	506	11	0.25	1441.92943535745	k	0	2	1	416
13	1	57	0	1	0	417	507	10	1	1122.2218493931	k	1	2	1	507
13	1	58	1	NaN	0	418	511	NaN	0.75	969.505392946303	j	NaN	1	NaN	511
13	1	59	1	NaN	0	419	512	NaN	1	889.251362066716	j	NaN	1	NaN	512
13	1	60	0	0.5	0	420	408	12	0.5	1970.39513196796	k	1	2	1	408
13	1	61	1	NaN	0	421	513	NaN	1	1609.52390590683	j	NaN	1	NaN	421
13	1	62	1	NaN	0	422	514	NaN	0	1913.6948636733	k	NaN	2	NaN	422
13	1	63	1	NaN	0	423	515	NaN	0.5	1264.89962870255	j	NaN	1	NaN	423
13	1	64	1	NaN	0	424	516	NaN	0.25	1273.04838784039	k	NaN	2	NaN	424
13	1	65	0	0.25	0	425	415	10	0.75	686.537009198219	j	0	1	1	425
13	1	66	1	NaN	0	426	517	NaN	0.75	1179.57651615143	k	NaN	2	NaN	517
13	1	67	0	0.75	0	427	509	13	0.75	865.450412034988	j	1	1	2	509
13	1	68	1	NaN	0	428	518	NaN	0.5	1647.16665772721	k	NaN	2	NaN	428
13	1	69	0	0.75	0	429	511	11	0.75	1197.52836506814	k	1	2	1	511
13	1	70	1	NaN	0	430	519	NaN	1	1496.94082885981	k	NaN	2	NaN	430
13	1	71	0	1	0	431	512	12	1	583.974794950336	k	1	2	1	512
13	1	72	1	NaN	0	432	520	NaN	0.5	1934.97962597758	k	NaN	2	NaN	432
13	1	73	0	1	0	433	421	12	1	1558.74182889238	k	1	2	1	421
13	1	74	0	0.25	0	434	424	10	0.25	895.588377956301	k	1	2	2	424
13	1	75	0	0.5	0	435	423	12	0.5	1310.03323802724	j	1	1	1	423
13	1	76	0	0	0	436	422	14	1	957.19564286992	k	0	2	2	436
13	1	77	0	0.75	0	437	517	11	0.75	661.367536056787	j	1	1	2	517
13	1	78	1	NaN	0	438	521	NaN	0	1971.34624188766	j	NaN	1	NaN	521
13	1	79	0	0.5	0	439	428	11	0.5	875.472834333777	k	1	2	2	428
13	1	80	1	NaN	0	440	522	NaN	0	1547.0433216542	k	NaN	2	NaN	522
13	1	81	0	1	0	441	430	11	1	828.373489901423	k	1	2	2	430
13	1	82	1	NaN	0	442	523	NaN	1	1070.86768606678	k	NaN	2	NaN	523
13	1	83	1	NaN	0	443	524	NaN	0.5	1424.14264893159	k	NaN	2	NaN	443
13	1	84	0	0.5	0	444	432	12	0.5	1656.29828209057	k	1	2	2	432
13	1	85	0	0	0	445	521	7	NaN	NaN	NaN	NaN	NaN	1	NaN
13	1	86	1	NaN	0	446	525	NaN	0.25	1748.03058896214	k	NaN	2	NaN	525
13	1	87	0	0	0	447	522	7	1	1235.32163584605	k	0	2	2	447
13	1	88	1	NaN	0	448	526	NaN	1	1067.23504792899	j	NaN	1	NaN	448
13	1	89	0	1	0	449	523	7	1	1089.92467913777	j	1	1	2	523
13	1	90	1	NaN	0	450	527	NaN	0.5	886.572972871363	k	NaN	2	NaN	450
13	2	1	1	NaN	0	1	121	NaN	0.75	1392.58056506515	j	NaN	1	NaN	121
13	2	2	1	NaN	0	2	122	NaN	0	1550.1048299484	k	NaN	2	NaN	2
13	2	3	1	NaN	0	3	123	NaN	0	1692.92607996613	j	NaN	1	NaN	123
13	2	4	1	NaN	0	4	124	NaN	0.5	1160.74575204402	k	NaN	2	NaN	124
13	2	5	1	NaN	0	5	125	NaN	0.5	1110.67426716909	j	NaN	1	NaN	125
13	2	6	1	NaN	0	6	126	NaN	0	973.296314943582	k	NaN	2	NaN	126
13	2	7	1	NaN	0	7	127	NaN	0.75	835.549030452967	k	NaN	2	NaN	127
13	2	8	0	0.75	0	8	121	7	0.75	796.64268810302	k	1	2	1	121
13	2	9	1	NaN	0	9	128	NaN	1	1324.04313096777	k	NaN	2	NaN	9
13	2	10	0	0	0	10	2	8	0.25	1017.46844593436	j	0	1	2	10
13	2	11	1	NaN	0	11	129	NaN	0.75	1183.99362917989	k	NaN	2	NaN	11
13	2	12	1	NaN	0	12	130	NaN	1	1399.16894584894	j	NaN	1	NaN	130
13	2	13	0	0	0	13	123	10	0	1118.35761601105	k	1	2	1	123
13	2	14	1	NaN	0	14	131	NaN	1	1276.89786814153	k	NaN	2	NaN	14
13	2	15	0	0.5	0	15	124	11	0.5	1042.11284313351	k	1	2	2	124
13	2	16	0	0.5	0	16	125	11	0.5	744.964301586151	k	1	2	1	125
13	2	17	1	NaN	0	17	132	NaN	1	1415.20913504064	k	NaN	2	NaN	17
13	2	18	0	0.75	0	18	127	11	0.5	843.357983976603	k	0	2	2	18
13	2	19	0	0	0	19	126	13	0	1106.42481176183	k	1	2	2	126
13	2	20	0	1	0	20	9	11	1	912.719703279436	j	1	1	2	9
13	2	21	0	0.75	0	21	11	10	0.75	1447.82794220373	k	1	2	2	11
13	2	22	1	NaN	0	22	133	NaN	0.25	1188.39195696637	k	NaN	2	NaN	22
13	2	23	0	1	0	23	130	11	1	1046.16152076051	k	1	2	1	130
13	2	24	1	NaN	0	24	134	NaN	0.5	1002.20557441935	k	NaN	2	NaN	134
13	2	25	0	1	0	25	14	11	1	1251.16329500452	k	1	2	2	14
13	2	26	1	NaN	0	26	135	NaN	0.25	1839.14580475539	k	NaN	2	NaN	26
13	2	27	0	1	0	27	17	10	1	950.996494852006	j	1	1	2	17
13	2	28	1	NaN	0	28	136	NaN	0.5	1517.29035424069	k	NaN	2	NaN	136
13	2	29	1	NaN	0	29	137	NaN	1	1475.86090117693	j	NaN	1	NaN	29
13	2	30	1	NaN	0	30	138	NaN	1	1089.40149890259	k	NaN	2	NaN	30
13	2	31	0	0.25	0	31	22	9	0	1742.13763186708	k	0	2	2	31
13	2	32	0	0.5	0	32	134	8	0.5	1022.18049298972	j	1	1	2	134
13	2	33	0	0.25	0	33	26	7	0.25	902.825615834445	k	1	2	2	26
13	2	34	1	NaN	0	34	139	NaN	0.75	1443.10106802732	k	NaN	2	NaN	34
13	2	35	0	0.5	0	35	136	7	0.25	1169.62028294802	j	0	1	2	35
13	2	36	1	NaN	0	36	140	NaN	1	2322.45060894638	j	NaN	1	NaN	140
13	2	37	1	NaN	0	37	141	NaN	0.5	1279.77092284709	j	NaN	1	NaN	141
13	2	38	1	NaN	0	38	142	NaN	0	1015.53807640448	k	NaN	2	NaN	142
13	2	39	1	NaN	0	39	143	NaN	0.25	1459.75075708702	j	NaN	1	NaN	143
13	2	40	0	1	0	40	29	11	1	689.97068842873	j	1	1	1	29
13	2	41	1	NaN	0	41	144	NaN	0.25	1178.84650919586	k	NaN	2	NaN	144
13	2	42	0	1	0	42	30	12	1	1079.23488598317	j	1	1	2	30
13	2	43	0	0.75	0	43	34	9	0.75	661.156848073006	j	1	1	2	34
13	2	44	1	NaN	0	44	145	NaN	0.75	1161.27125592902	j	NaN	1	NaN	44
13	2	45	0	1	0	45	140	9	1	687.928215134889	j	1	1	1	140
13	2	46	1	NaN	0	46	146	NaN	0.25	934.974075295031	j	NaN	1	NaN	146
13	2	47	0	0.5	0	47	141	10	0.5	836.556390859187	k	1	2	1	141
13	2	48	1	NaN	0	48	147	NaN	0	1573.72145541012	k	NaN	2	NaN	48
13	2	49	0	0	0	49	142	11	0.25	1331.59441919997	k	0	2	2	49
13	2	50	1	NaN	0	50	148	NaN	1	1146.99460379779	k	NaN	2	NaN	50
13	2	51	0	0.25	0	51	144	10	0	1665.41120689362	k	0	2	2	51
13	2	52	1	NaN	0	52	149	NaN	0.25	1431.23921286315	j	NaN	1	NaN	149
13	2	53	0	0.25	0	53	143	14	0.25	1700.73071820661	k	1	2	1	143
13	2	54	0	0.75	0	54	44	10	0.75	1258.42028390616	k	1	2	1	44
13	2	55	0	0.25	0	55	146	9	0.5	1381.03233184665	k	0	2	1	55
13	2	56	1	NaN	0	56	150	NaN	0.5	1219.78198876604	j	NaN	1	NaN	150
13	2	57	1	NaN	0	57	151	NaN	0.5	1547.79414786026	j	NaN	1	NaN	151
13	2	58	1	NaN	0	58	152	NaN	0.75	1177.03853733838	j	NaN	1	NaN	152
13	2	59	1	NaN	0	59	153	NaN	1	901.876929216087	k	NaN	2	NaN	59
13	2	60	0	0	0	60	48	12	1	1588.14151305705	j	0	1	2	60
13	2	61	1	NaN	0	61	154	NaN	0.75	1083.8372297585	j	NaN	1	NaN	61
13	2	62	0	1	0	62	50	12	1	682.016191072762	j	1	1	2	50
13	2	63	0	0.25	0	63	149	11	0.5	1433.3567279391	k	0	2	1	63
13	2	64	1	NaN	0	64	155	NaN	0.75	1344.18149106205	j	NaN	1	NaN	64
13	2	65	1	NaN	0	65	156	NaN	0.5	1414.6262910217	j	NaN	1	NaN	65
13	2	66	1	NaN	0	66	157	NaN	0.25	1708.86939112097	k	NaN	2	NaN	157
13	2	67	0	0.5	0	67	150	11	0.5	1000.65945601091	j	1	1	1	150
13	2	68	0	0.5	0	68	151	11	0.5	1624.89397078753	j	1	1	1	151
13	2	69	1	NaN	0	69	158	NaN	0	983.103747945279	k	NaN	2	NaN	158
13	2	70	1	NaN	0	70	159	NaN	0.75	1213.77685014158	k	NaN	2	NaN	70
13	2	71	0	0.75	0	71	61	10	0.75	1310.23974902928	j	1	1	1	61
13	2	72	0	0.75	0	72	152	14	0.75	1612.37702006474	j	1	1	1	152
13	2	73	1	NaN	0	73	160	NaN	0.25	1825.77963685617	k	NaN	2	NaN	73
13	2	74	0	1	0	74	59	15	1	1002.96649662778	k	1	2	2	59
13	2	75	0	0.75	0	75	64	11	0.25	1409.74057884887	j	0	1	1	75
13	2	76	1	NaN	0	76	161	NaN	0.5	1072.47090199962	k	NaN	2	NaN	161
13	2	77	1	NaN	0	77	162	NaN	0	1350.47365538776	j	NaN	1	NaN	162
13	2	78	0	0.5	0	78	65	13	0.5	1599.33255705982	j	1	1	1	65
13	2	79	1	NaN	0	79	163	NaN	1	1628.97628778592	j	NaN	1	NaN	163
13	2	80	0	0.25	0	80	157	14	1	1739.37567975372	j	0	1	2	80
13	2	81	1	NaN	0	81	164	NaN	0.5	1627.95256078243	j	NaN	1	NaN	81
13	2	82	0	0	0	82	158	13	0	1203.26978107914	k	1	2	2	158
13	2	83	1	NaN	0	83	165	NaN	1	1464.08512024209	j	NaN	1	NaN	165
13	2	84	0	0.75	0	84	70	14	0.75	1254.99219214544	j	1	1	2	70
13	2	85	1	NaN	0	85	166	NaN	0	1292.85234073177	k	NaN	2	NaN	166
13	2	86	1	NaN	0	86	167	NaN	0.25	1325.42336592451	k	NaN	2	NaN	167
13	2	87	0	0.25	0	87	73	14	0.25	947.146277874708	j	1	1	2	73
13	2	88	0	0.5	0	88	161	12	0.5	794.540956616402	j	1	1	2	161
13	2	89	1	NaN	0	89	168	NaN	0.5	1127.85742525011	j	NaN	1	NaN	168
13	2	90	1	NaN	0	90	169	NaN	1	1847.80205693096	j	NaN	1	NaN	169
14	1	1	1	NaN	0	361	481	NaN	0.25	568.805979099125	k	NaN	2	NaN	361
14	1	2	1	NaN	0	362	482	NaN	0.25	539.419726934284	k	NaN	2	NaN	482
14	1	3	1	NaN	0	363	483	NaN	0	747.421844862401	j	NaN	1	NaN	363
14	1	4	1	NaN	0	364	484	NaN	0.75	378.456579055637	k	NaN	2	NaN	364
14	1	5	1	NaN	0	365	485	NaN	0.25	478.702020831406	k	NaN	2	NaN	485
14	1	6	1	NaN	0	366	486	NaN	0.5	484.558803960681	j	NaN	1	NaN	486
14	1	7	1	NaN	0	367	487	NaN	0.5	475.777453742921	j	NaN	1	NaN	487
14	1	8	0	0.25	0	368	361	7	0.25	523.388830944896	k	0	2	2	368
14	1	9	1	NaN	0	369	488	NaN	0	396.772725041956	k	NaN	2	NaN	369
14	1	10	1	NaN	0	370	489	NaN	0.75	386.588360182941	j	NaN	1	NaN	489
14	1	11	0	0.25	0	371	482	9	0.75	833.356621675193	j	0	1	2	371
14	1	12	1	NaN	0	372	490	NaN	1	623.057003132999	j	NaN	1	NaN	372
14	1	13	0	0	0	373	363	10	1	606.147550046444	k	0	2	1	373
14	1	14	0	0.75	0	374	364	10	1	822.534513194114	j	0	1	2	374
14	1	15	1	NaN	0	375	491	NaN	0.5	365.972108207643	j	NaN	1	NaN	491
14	1	16	1	NaN	0	376	492	NaN	0	716.916131787002	k	NaN	2	NaN	376
14	1	17	0	0.25	0	377	485	12	0.5	674.332574009895	j	0	1	2	377
14	1	18	0	0.5	0	378	486	12	0.5	634.256247896701	k	1	2	1	486
14	1	19	1	NaN	0	379	493	NaN	0.75	1192.57969874889	k	NaN	2	NaN	379
14	1	20	1	NaN	0	380	494	NaN	1	384.03941038996	j	NaN	1	NaN	494
14	1	21	0	0.5	0	381	487	14	0.5	647.415061015636	j	1	1	1	487
14	1	22	1	NaN	0	382	495	NaN	0.5	1789.66788901016	k	NaN	2	NaN	495
14	1	23	0	1	0	383	372	11	1	1171.85103939846	j	1	1	1	372
14	1	24	1	NaN	0	384	496	NaN	0.5	620.330850128084	j	NaN	1	NaN	384
14	1	25	0	0	0	385	369	16	0	925.453514792025	k	1	2	2	369
14	1	26	1	NaN	0	386	497	NaN	0.5	1004.38887393102	j	NaN	1	NaN	497
14	1	27	0	0.75	0	387	489	17	0.5	1844.92332162336	j	0	1	1	387
14	1	28	0	0.5	0	388	491	13	0.5	619.118896313012	k	1	2	1	491
14	1	29	1	NaN	0	389	498	NaN	1	658.219407778233	j	NaN	1	NaN	389
14	1	30	1	NaN	0	390	499	NaN	0	523.476857226342	k	NaN	2	NaN	499
14	1	31	0	0.75	0	391	379	12	0.75	1513.86772515252	k	1	2	2	379
14	1	32	1	NaN	0	392	500	NaN	0	720.026875846088	k	NaN	2	NaN	392
14	1	33	0	0	0	393	376	17	0	479.223589878529	j	1	1	2	376
14	1	34	1	NaN	0	394	501	NaN	1	438.887457828969	k	NaN	2	NaN	394
14	1	35	0	0.5	0	395	384	11	0.5	670.001931022853	j	1	1	1	384
14	1	36	1	NaN	0	396	502	NaN	1	886.054282076657	k	NaN	2	NaN	502
14	1	37	0	1	0	397	494	17	0.25	629.232167731971	j	0	1	1	397
14	1	38	1	NaN	0	398	503	NaN	0.75	845.313906669617	j	NaN	1	NaN	503
14	1	39	0	0.5	0	399	495	17	0.5	986.527386587113	j	1	1	2	495
14	1	40	1	NaN	0	400	504	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14	1	41	0	0.5	0	401	497	15	0.5	0.244116876274347	j	1	1	1	497
14	1	42	1	NaN	0	402	505	NaN	0.25	572.61454500258	k	NaN	2	NaN	505
14	1	43	0	1	0	403	389	14	0.5	324.391586706042	j	0	1	1	403
14	1	44	0	0	0	404	392	12	0	786.316912155598	k	1	2	2	392
14	1	45	1	NaN	0	405	506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14	1	46	0	0	0	406	499	16	0	282.096731010824	j	1	1	2	499
14	1	47	1	NaN	0	407	507	NaN	1	489.631999284029	k	NaN	2	NaN	507
14	1	48	1	NaN	0	408	508	NaN	0.75	272.507507819682	k	NaN	2	NaN	408
14	1	49	0	1	0	409	502	13	0.75	510.244860779494	k	0	2	2	409
14	1	50	0	0.75	0	410	503	12	0.5	0.253163278102875	j	0	1	1	410
14	1	51	0	1	0	411	394	17	1	403.085520956665	j	1	1	2	394
14	1	52	0	0.25	0	412	505	10	0.25	1849.97215680778	j	1	1	2	505
14	1	53	0	NaN	1	413	400	13	0	954.467007890344	k	0	2	NaN	413
14	1	54	1	NaN	0	414	509	NaN	1	1665.85703706369	j	NaN	1	NaN	414
14	1	55	1	NaN	0	415	510	NaN	0.75	559.711599256843	j	NaN	1	NaN	510
14	1	56	0	NaN	1	416	405	11	0.25	621.426906902343	j	1	1	NaN	405
14	1	57	0	1	0	417	507	10	1	443.575541023165	k	1	2	2	507
14	1	58	1	NaN	0	418	511	NaN	0.5	561.574276536703	k	NaN	2	NaN	418
14	1	59	1	NaN	0	419	512	NaN	0.75	414.831915404648	j	NaN	1	NaN	512
14	1	60	0	0.75	0	420	408	12	NaN	NaN	NaN	NaN	NaN	2	NaN
14	1	61	1	NaN	0	421	513	NaN	0	658.092590048909	k	NaN	2	NaN	513
14	1	62	1	NaN	0	422	514	NaN	1	710.41483618319	k	NaN	2	NaN	514
14	1	63	1	NaN	0	423	515	NaN	0.75	1493.13910491765	j	NaN	1	NaN	515
14	1	64	1	NaN	0	424	516	NaN	0.25	404.638330917805	j	NaN	1	NaN	424
14	1	65	0	0.75	0	425	510	10	0	0.198794063180685	j	0	1	1	425
14	1	66	1	NaN	0	426	517	NaN	0.25	522.840457968414	j	NaN	1	NaN	426
14	1	67	0	1	0	427	414	13	1	555.020447820425	k	1	2	1	414
14	1	68	1	NaN	0	428	518	NaN	1	632.901754230261	k	NaN	2	NaN	428
14	1	69	0	0.5	0	429	418	11	1	647.934160195291	j	0	1	2	429
14	1	70	1	NaN	0	430	519	NaN	0.75	655.318124219775	k	NaN	2	NaN	430
14	1	71	0	0.75	0	431	512	12	0	852.458864916116	j	0	1	1	431
14	1	72	1	NaN	0	432	520	NaN	0.75	635.451519396156	k	NaN	2	NaN	520
14	1	73	0	0	0	433	513	12	0.5	584.928040858358	j	0	1	2	433
14	1	74	0	0.25	0	434	424	10	0.25	703.046686016023	j	1	1	1	424
14	1	75	0	0.75	0	435	515	12	0	581.713559105992	j	0	1	1	435
14	1	76	0	1	0	436	514	14	0.25	587.946318089962	k	0	2	2	436
14	1	77	0	0.25	0	437	426	11	0.5	266.428337898105	j	0	1	1	437
14	1	78	1	NaN	0	438	521	NaN	0.75	312.806070782244	j	NaN	1	NaN	438
14	1	79	0	1	0	439	428	11	0.5	337.447688914835	j	0	1	2	439
14	1	80	1	NaN	0	440	522	NaN	0.5	592.097245156765	j	NaN	1	NaN	522
14	1	81	0	0.75	0	441	430	11	0.75	822.20579078421	j	1	1	2	430
14	1	82	1	NaN	0	442	523	NaN	0	891.891226172447	j	NaN	1	NaN	523
14	1	83	1	NaN	0	443	524	NaN	1	707.39638293162	j	NaN	1	NaN	443
14	1	84	0	0.75	0	444	520	12	0.75	850.231071002781	j	1	1	2	520
14	1	85	0	0.75	0	445	438	7	0.75	578.376706689596	k	1	2	1	438
14	1	86	1	NaN	0	446	525	NaN	0	191.710436251014	j	NaN	1	NaN	446
14	1	87	0	0.5	0	447	522	7	0.5	622.961863875389	k	1	2	1	522
14	1	88	1	NaN	0	448	526	NaN	0	701.40842301771	j	NaN	1	NaN	448
14	1	89	0	0	0	449	523	7	0.5	1598.10514980927	j	0	1	1	449
14	1	90	1	NaN	0	450	527	NaN	0.25	908.488492947072	k	NaN	2	NaN	450
14	2	1	1	NaN	0	1	121	NaN	0.5	1090.4336431995	j	NaN	1	NaN	121
14	2	2	1	NaN	0	2	122	NaN	0.25	785.457789897919	k	NaN	2	NaN	122
14	2	3	1	NaN	0	3	123	NaN	0	703.398386016488	j	NaN	1	NaN	3
14	2	4	1	NaN	0	4	124	NaN	0	1358.64925803617	k	NaN	2	NaN	124
14	2	5	1	NaN	0	5	125	NaN	0.5	60.804242733866	j	NaN	1	NaN	125
14	2	6	1	NaN	0	6	126	NaN	1	500.632770825177	j	NaN	1	NaN	126
14	2	7	1	NaN	0	7	127	NaN	0.5	636.300751939416	k	NaN	2	NaN	127
14	2	8	0	0.5	0	8	121	7	0	146.590812131763	k	0	2	1	8
14	2	9	1	NaN	0	9	128	NaN	1	424.695481080562	j	NaN	1	NaN	9
14	2	10	0	0.25	0	10	122	8	0.25	631.02191593498	j	1	1	2	122
14	2	11	1	NaN	0	11	129	NaN	1	470.137904863805	j	NaN	1	NaN	11
14	2	12	1	NaN	0	12	130	NaN	0.75	1419.89175789058	j	NaN	1	NaN	12
14	2	13	0	0	0	13	3	10	0.5	394.983645994216	k	0	2	1	13
14	2	14	1	NaN	0	14	131	NaN	0.75	859.590308275074	j	NaN	1	NaN	14
14	2	15	0	0	0	15	124	11	0.5	586.923995986581	j	0	1	2	15
14	2	16	0	0.5	0	16	125	11	0.5	954.11479100585	k	0	2	1	16
14	2	17	1	NaN	0	17	132	NaN	0	591.923851054162	j	NaN	1	NaN	132
14	2	18	0	0.5	0	18	127	11	0.5	470.594228245318	j	1	1	2	127
14	2	19	0	1	0	19	126	13	0.25	486.39850737527	k	0	2	1	19
14	2	20	0	1	0	20	9	11	1	500.938708893955	j	1	1	1	9
14	2	21	0	1	0	21	11	10	0	514.337331056595	k	0	2	1	21
14	2	22	1	NaN	0	22	133	NaN	0.5	697.275068145245	j	NaN	1	NaN	22
14	2	23	0	0.75	0	23	12	11	0.75	799.555204343051	j	1	1	1	12
14	2	24	1	NaN	0	24	134	NaN	0.75	966.180291958153	j	NaN	1	NaN	134
14	2	25	0	0.75	0	25	14	11	0.75	653.771871235222	j	1	1	1	14
14	2	26	1	NaN	0	26	135	NaN	0	628.278484102339	j	NaN	1	NaN	26
14	2	27	0	0	0	27	132	10	0	827.762324828655	j	1	1	1	132
14	2	28	1	NaN	0	28	136	NaN	0.25	785.568752791733	k	NaN	2	NaN	136
14	2	29	1	NaN	0	29	137	NaN	0	576.818694826216	j	NaN	1	NaN	137
14	2	30	1	NaN	0	30	138	NaN	1	632.273597177118	j	NaN	1	NaN	30
14	2	31	0	0.5	0	31	22	9	0	1054.45371381938	j	0	1	1	31
14	2	32	0	0.75	0	32	134	8	0.75	813.709756825119	k	1	2	1	134
14	2	33	0	0	0	33	26	7	0	667.775515001267	j	1	1	1	26
14	2	34	1	NaN	0	34	139	NaN	0.25	659.945562947541	j	NaN	1	NaN	34
14	2	35	0	0.25	0	35	136	7	0.25	305.199397727847	k	1	2	2	136
14	2	36	1	NaN	0	36	140	NaN	1	593.624386005104	k	NaN	2	NaN	36
14	2	37	1	NaN	0	37	141	NaN	0.25	568.501546047628	j	NaN	1	NaN	37
14	2	38	1	NaN	0	38	142	NaN	0.75	527.023307979107	j	NaN	1	NaN	142
14	2	39	1	NaN	0	39	143	NaN	0.75	276.963205076754	k	NaN	2	NaN	39
14	2	40	0	0	0	40	137	11	0	947.591323871166	j	1	1	1	137
14	2	41	1	NaN	0	41	144	NaN	0	819.075665902346	k	NaN	2	NaN	144
14	2	42	0	1	0	42	30	12	1	569.971727672964	j	1	1	1	30
14	2	43	0	0.25	0	43	34	9	0.5	680.022529792041	k	0	2	1	43
14	2	44	1	NaN	0	44	145	NaN	0.75	463.935060892254	j	NaN	1	NaN	44
14	2	45	0	1	0	45	36	9	0.75	756.040841341019	j	0	1	2	45
14	2	46	1	NaN	0	46	146	NaN	0.75	459.330955985934	k	NaN	2	NaN	46
14	2	47	0	0.25	0	47	37	10	0.25	577.708904165775	j	1	1	1	37
14	2	48	1	NaN	0	48	147	NaN	1	439.92999009788	j	NaN	1	NaN	48
14	2	49	0	0.75	0	49	142	11	1	1038.24038337916	k	0	2	1	49
14	2	50	1	NaN	0	50	148	NaN	0.5	620.721613056958	j	NaN	1	NaN	50
14	2	51	0	0	0	51	144	10	0.25	418.058476876467	k	0	2	2	51
14	2	52	1	NaN	0	52	149	NaN	0.25	722.174156922847	j	NaN	1	NaN	149
14	2	53	0	0.75	0	53	39	14	0.75	945.173580665141	j	1	1	2	39
14	2	54	0	0.75	0	54	44	10	0	766.666410956532	j	0	1	1	54
14	2	55	0	0.75	0	55	46	9	0.75	806.995375081897	k	1	2	2	46
14	2	56	1	NaN	0	56	150	NaN	0	1019.45640379563	j	NaN	1	NaN	150
14	2	57	1	NaN	0	57	151	NaN	0	628.447754308581	k	NaN	2	NaN	151
14	2	58	1	NaN	0	58	152	NaN	1	643.981880974025	j	NaN	1	NaN	58
14	2	59	1	NaN	0	59	153	NaN	0.25	625.844269059598	j	NaN	1	NaN	59
14	2	60	0	1	0	60	48	12	0.75	1496.36804824695	j	0	1	1	60
14	2	61	1	NaN	0	61	154	NaN	1	998.706625774503	j	NaN	1	NaN	61
14	2	62	0	0.5	0	62	50	12	0.25	822.316248901188	k	0	2	1	62
14	2	63	0	0.25	0	63	149	11	1	702.383551280946	j	0	1	1	63
14	2	64	1	NaN	0	64	155	NaN	0.75	835.9196302481	j	NaN	1	NaN	155
14	2	65	1	NaN	0	65	156	NaN	0.75	707.779127173126	j	NaN	1	NaN	156
14	2	66	1	NaN	0	66	157	NaN	0.5	619.828185997903	k	NaN	2	NaN	157
14	2	67	0	0	0	67	150	11	0	1106.7528850399	j	1	1	1	150
14	2	68	0	0	0	68	151	11	1	664.840530604124	k	0	2	2	68
14	2	69	1	NaN	0	69	158	NaN	0.5	704.414682928473	j	NaN	1	NaN	69
14	2	70	1	NaN	0	70	159	NaN	0.5	638.71324621141	j	NaN	1	NaN	159
14	2	71	0	1	0	71	61	10	1	765.080023091286	j	0	1	1	71
14	2	72	0	1	0	72	58	14	1	1581.60471823066	j	1	1	1	58
14	2	73	1	NaN	0	73	160	NaN	0.25	1188.12567926943	j	NaN	1	NaN	160
